id,read12,math12,hsgrad,inpse,catholic,read8,math8,female,race,white,black,hisp,api,nativam,parmar8,faminc8,fathed8,mothed8,fhowfar,mhowfar,fight8,0hw8,disrupt8,riskdrop8
1419200,64.02,66.44,1,1,1,58.02,68.57,1,white,1,0,0,0,0,married,50000-$74999,doctorate,coll <4,postsec ed,postsec ed,never,0,0,0
1419204,52.72,50.72,1,1,1,61.52,51.05,0,white,1,0,0,0,0,married,50000-$74999,doctorate,doctorate,postsec ed,postsec ed,never,0,0,0
1419211,47.24,47.73,1,1,1,42.12,45.86,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,coll grad,coll grad,coll grad,never,0,0,0
1419213,56.26,58.99,1,1,1,43.77,56.67,0,white,1,0,0,0,0,married,35000-$49999,dont k0w,dont k0w,coll grad,coll <4,never,0,0,1
1419230,64.5,61.43,1,1,1,57.74,65.47,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1419239,40.45,39.01,1,0,1,45.11,38.86,0,white,1,0,0,0,0,married,$25000-$34999,coll grad,coll grad,coll grad,coll grad,once or twice,0,1,0
1419241,55.85,58.46,1,1,1,63,65.75,1,white,1,0,0,0,0,married,35000-$49999,dont k0w,coll <4,postsec ed,postsec ed,never,0,0,0
1419249,47.9,58.53,1,1,1,50.88,62.2,1,white,1,0,0,0,0,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
1419282,41.46,47.34,1,0,1,47.35,48.58,1,white,1,0,0,0,0,married,50000-$74999,hs grad,coll <4,coll grad,coll grad,never,0,0,0
1419288,60.19,47.99,1,1,1,48.13,43.33,1,white,1,0,0,0,0,married,50000-$74999,hs grad,masters,postsec ed,postsec ed,never,0,0,0
1419293,58.41,60.08,1,1,1,58.25,64.21,1,white,1,0,0,0,0,married,50000-$74999,hs grad,coll grad,postsec ed,postsec ed,never,0,0,0
1419298,50.4,63.92,1,1,1,59.6,63.35,1,white,1,0,0,0,0,married,35000-$49999,masters,junior coll,postsec ed,postsec ed,never,0,0,0
1424603,51.68,54.35,1,1,1,53.24,49.16,0,white,1,0,0,0,0,married,35000-$49999,coll <4,coll <4,coll grad,coll grad,never,0,0,0
1424618,56.16,56.25,1,1,1,51.59,65.36,0,white,1,0,0,0,0,married,$25000-$34999,coll <4,coll grad,coll <4,coll grad,never,0,0,0
1424621,43.76,45.97,1,1,1,48.16,50.96,1,white,1,0,0,0,0,married,50000-$74999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
1424650,60.63,67.97,1,1,1,46.2,62.05,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,0t finish hs,postsec ed,postsec ed,never,0,0,0
1424658,57.01,61.57,1,1,1,64.33,67,0,white,1,0,0,0,0,married,$10000-$14999,hs grad,hs grad,coll <4,coll grad,never,0,0,1
1424661,52.3,62.08,1,1,1,58.54,58.6,0,white,1,0,0,0,0,married,$10000-$14999,hs grad,coll grad,coll grad,coll grad,never,0,0,1
1424671,60.55,56.27,1,1,1,65.35,58.85,1,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
1424674,57.3,62.87,1,1,1,50.33,67.37,1,white,1,0,0,0,0,married,$25000-$34999,dont k0w,dont k0w,postsec ed,postsec ed,never,0,0,0
1424687,57.71,57.34,1,1,1,58.15,53.13,1,white,1,0,0,0,0,married,7500-$9999,junior coll,coll grad,coll grad,coll grad,never,0,0,1
1424691,61.74,62.2,1,1,1,69.15,58.98,1,white,1,0,0,0,0,married,$25000-$34999,junior coll,0t finish hs,coll grad,coll grad,never,0,0,0
1425401,53.33,62.42,1,1,1,49.51,60.77,0,white,1,0,0,0,0,married,$25000-$34999,coll <4,hs grad,coll grad,coll grad,never,0,0,0
1425406,56.33,41.34,1,1,1,67.97,52.45,0,white,1,0,0,0,0,married,50000-$74999,coll grad,hs grad,coll <4,coll <4,never,1,0,0
1425411,52.72,59.66,1,1,1,61.79,59.79,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,doctorate,coll grad,coll grad,never,0,0,0
1425414,36.23,38.18,1,1,1,41.74,39.98,1,white,1,0,0,0,0,married,$15000-$19999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1425416,52.09,56.2,1,1,1,54.95,54.04,1,white,1,0,0,0,0,married,$25000-$34999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
1425419,50.4,58.84,1,1,1,50.45,56.34,0,white,1,0,0,0,0,married,50000-$74999,hs grad,hs grad,coll <4,coll <4,never,0,0,0
1425430,51.66,54.08,0,0,1,50.95,56.48,1,white,1,0,0,0,0,divorced,$5000-$7499,hs grad,junior coll,coll grad,coll grad,never,0,0,2
1425432,59.16,57.13,1,1,1,64.4,55.33,0,white,1,0,0,0,0,married,35000-$49999,junior coll,hs grad,coll grad,coll grad,never,0,0,0
1425442,58.55,63.55,1,1,1,70.55,77.2,1,white,1,0,0,0,0,married,50000-$74999,coll grad,junior coll,postsec ed,coll grad,never,0,0,0
1425455,61.49,53.36,1,1,1,61.33,60.9,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1425456,41.19,50.3,1,1,1,49.65,43.88,1,white,1,0,0,0,0,married,$15000-$19999,hs grad,junior coll,coll grad,coll grad,never,0,0,0
1425458,61.95,62.71,1,1,1,54.79,57.99,1,white,1,0,0,0,0,married,$20000-$24999,0t finish hs,hs grad,0t finish hs,hs grad,never,0,0,0
1425463,59.05,63.03,1,1,1,66.54,64.56,0,white,1,0,0,0,0,married,$25000-$34999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
1425478,40.25,36.84,0,0,1,45.44,42.37,1,ai,0,0,0,0,1,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1425490,63.59,65.35,1,1,1,70.55,66.69,0,white,1,0,0,0,0,married,$25000-$34999,masters,coll grad,coll grad,coll grad,once or twice,0,1,0
1425496,45.89,47.05,1,1,1,48.17,52.02,1,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
1425497,59.76,56.73,1,1,1,64.17,65.28,0,white,1,0,0,0,0,married,35000-$49999,masters,dont k0w,postsec ed,coll grad,never,0,0,1
1429630,54.86,53.92,1,1,1,45.86,50.42,1,white,1,0,0,0,0,married,$25000-$34999,coll <4,junior coll,coll grad,coll grad,never,0,0,0
1429651,63.08,55.86,1,1,1,70.55,48.92,0,white,1,0,0,0,0,married,$25000-$34999,dont k0w,coll grad,coll grad,coll grad,never,0,0,0
1429654,43.49,53.51,1,1,1,43.96,49.42,1,ai,0,0,0,0,1,married,35000-$49999,hs grad,hs grad,postsec ed,postsec ed,once or twice,0,1,0
1429655,58.4,62.14,1,1,1,65.35,57.97,1,white,1,0,0,0,0,married,35000-$49999,masters,hs grad,postsec ed,postsec ed,never,0,0,0
1429660,51.97,51.02,1,1,1,42.26,55.73,0,white,1,0,0,0,0,married,$20000-$24999,junior coll,hs grad,junior coll,junior coll,never,0,0,0
1429661,56.63,58.24,1,0,1,51.5,55.56,1,white,1,0,0,0,0,divorced,$20000-$24999,dont k0w,dont k0w,postsec ed,postsec ed,never,0,0,1
1429675,40.33,52.28,1,0,1,46.61,39.57,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,junior coll,coll grad,coll grad,never,0,0,0
1429681,64.98,55.81,1,1,1,69.15,52.47,1,white,1,0,0,0,0,separated,50000-$74999,coll <4,coll <4,coll grad,coll grad,never,0,0,1
1429685,64.94,67.16,1,1,1,70.55,66.71,1,white,1,0,0,0,0,married,35000-$49999,junior coll,coll grad,coll grad,coll grad,never,0,0,0
1429689,52.14,61.01,1,1,1,55.21,67.19,1,white,1,0,0,0,0,married,$20000-$24999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
1429695,51.74,58.28,1,0,1,63.65,56.9,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1430821,48.2,46.18,1,1,1,37.02,41.79,0,white,1,0,0,0,0,married,50000-$74999,coll <4,coll <4,coll grad,coll grad,never,0,0,0
1430857,56.11,48.32,1,1,1,57.35,44.04,0,white,1,0,0,0,0,married,50000-$74999,masters,hs grad,postsec ed,coll grad,never,0,0,1
1430860,59.22,61.41,1,1,1,70.55,62.34,0,white,1,0,0,0,0,married,50000-$74999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
1430865,44.78,45.11,1,0,1,51.14,48,1,white,1,0,0,0,0,separated,$25000-$34999,dont k0w,dont k0w,postsec ed,postsec ed,never,0,0,0
1430874,57.73,54.2,1,1,1,56.56,55,1,white,1,0,0,0,0,married,$25000-$34999,coll <4,coll <4,postsec ed,postsec ed,never,0,0,0
1430876,35.03,43.47,1,0,1,48.8,44.97,0,white,1,0,0,0,0,married,$10000-$14999,masters,coll <4,postsec ed,postsec ed,never,0,0,1
1430890,57.93,49.32,1,0,1,52.44,47.14,0,white,1,0,0,0,0,married,$20000-$24999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1442617,61.58,61.8,1,1,1,62.82,64.25,1,white,1,0,0,0,0,married,35000-$49999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
1443828,63.12,65.66,1,1,1,69.15,55.45,0,white,1,0,0,0,0,married,$20000-$24999,junior coll,hs grad,postsec ed,postsec ed,never,0,0,1
1443862,66.53,62.56,1,1,1,65.88,62.94,1,white,1,0,0,0,0,married,35000-$49999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
1460505,61.76,68.36,1,1,1,63.66,64.77,0,white,1,0,0,0,0,married,$25000-$34999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
1460506,66.15,68.26,1,1,1,70.55,72.97,1,white,1,0,0,0,0,married,$25000-$34999,coll grad,coll grad,coll grad,coll <4,never,0,0,0
1460512,47.08,61.13,1,1,1,52.69,53.68,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll <4,coll <4,never,0,0,0
1460522,55.29,61.3,1,1,1,52.7,52.46,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,postsec ed,coll grad,never,0,0,0
1460528,53.16,59.96,1,1,1,59.37,58.03,0,white,1,0,0,0,0,married,35000-$49999,coll <4,masters,coll grad,coll grad,never,0,0,0
1460529,54.85,55.59,1,0,1,56.05,44.54,0,white,1,0,0,0,0,married,$20000-$24999,hs grad,junior coll,coll grad,coll grad,once or twice,0,1,0
1460539,55.29,56.29,1,1,1,65.88,49.01,0,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
1460555,60.08,54.89,1,1,1,56.26,60.39,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1460559,54.56,53.62,1,0,1,39.97,44.81,1,white,1,0,0,0,0,married,$20000-$24999,junior coll,junior coll,coll grad,coll grad,once or twice,1,1,1
1460560,34.9,35.52,1,0,1,43.61,38.71,1,white,1,0,0,0,0,married,$10000-$14999,hs grad,hs grad,coll <4,coll <4,never,0,0,1
1460561,37.53,52.51,1,1,1,40.62,51.35,1,white,1,0,0,0,0,married,7500-$9999,hs grad,hs grad,junior coll,junior coll,never,0,0,1
1460562,52.12,43.37,1,0,1,41.13,39.82,1,ai,0,0,0,0,1,married,$10000-$14999,hs grad,0t finish hs,coll grad,coll grad,never,0,0,1
1460568,59.39,68.64,1,1,1,69.15,73.68,1,white,1,0,0,0,0,married,$25000-$34999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
1460570,46.9,47.65,1,1,1,54.99,43.58,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,junior coll,junior coll,never,0,0,1
1460591,57.38,60.44,1,1,1,59.05,60.19,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,coll <4,coll <4,coll <4,never,0,0,0
1460592,65.54,60.1,1,1,1,64.14,59.97,1,white,1,0,0,0,0,married,$25000-$34999,junior coll,hs grad,coll <4,coll <4,never,0,0,0
1460593,64.97,56.52,1,1,1,70.55,54.1,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1464312,52.53,39.72,1,1,1,49.52,42.09,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,0
1464318,35,34.34,1,0,1,39.11,37.38,1,white,1,0,0,0,0,married,50000-$74999,hs grad,hs grad,hs grad,hs grad,never,1,0,0
1464326,41.91,56.89,1,1,1,50.87,57.6,0,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,more than twice,0,1,0
1464355,58.22,61.74,1,1,1,53.71,52.77,0,white,1,0,0,0,0,married,50000-$74999,masters,coll grad,coll grad,coll grad,never,0,0,0
1464369,52.55,53.22,1,1,1,52.66,57.47,0,white,1,0,0,0,0,married,50000-$74999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
1464372,46.63,36.93,1,0,1,45.74,50.7,1,ai,0,0,0,0,1,married,35000-$49999,junior coll,hs grad,junior coll,junior coll,never,1,0,0
1464378,53.05,49.22,1,1,1,53.16,55.78,1,white,1,0,0,0,0,married,35000-$49999,coll <4,coll grad,postsec ed,postsec ed,never,0,0,0
1464398,42.34,53.15,1,1,1,48.58,57.06,1,white,1,0,0,0,0,married,50000-$74999,hs grad,coll grad,postsec ed,postsec ed,never,0,0,1
1473841,43.39,48.53,1,1,1,44.19,48.42,1,white,1,0,0,0,0,married,50000-$74999,0t finish hs,hs grad,coll grad,coll grad,never,0,0,0
1473856,51.11,54.7,1,0,1,52.87,49.06,0,white,1,0,0,0,0,married,$3000-$4999,coll grad,coll grad,junior coll,coll <4,never,0,0,1
1477000,54.1,59.88,1,1,1,53.83,55.51,1,white,1,0,0,0,0,married,50000-$74999,masters,coll grad,coll grad,coll grad,never,0,0,0
1477010,53.61,63.73,1,1,1,52.13,62.04,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,once or twice,0,1,0
1477016,57.52,64.95,1,1,1,55.44,58.18,0,white,1,0,0,0,0,divorced,$20000-$24999,coll grad,hs grad,coll grad,coll grad,never,0,0,1
1477017,53.36,46.01,1,1,1,62.09,49.99,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,never,0,0,0
1477018,62.57,61.48,1,1,1,62.56,56.9,0,white,1,0,0,0,0,married,50000-$74999,coll grad,hs grad,coll grad,hs grad,never,0,0,0
1477029,59.46,59.82,1,1,1,59.25,58.86,0,white,1,0,0,0,0,married,50000-$74999,coll grad,hs grad,coll grad,coll grad,once or twice,0,1,0
1477038,53.55,49.62,1,1,1,53.24,47.78,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1477055,43.21,56.58,1,1,1,50.5,59.81,0,white,1,0,0,0,0,separated,50000-$74999,coll grad,hs grad,postsec ed,postsec ed,never,0,0,1
1477059,59.36,54.53,1,1,1,54.86,62.67,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,junior coll,junior coll,junior coll,never,0,0,0
1477090,60.36,54.72,1,1,1,69.15,59.8,1,white,1,0,0,0,0,married,35000-$49999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
1477098,63.05,62.94,1,1,1,61.7,68.93,0,white,1,0,0,0,0,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1477805,52.91,44.32,1,1,1,53.82,52.69,1,white,1,0,0,0,0,married,$15000-$19999,junior coll,hs grad,coll grad,postsec ed,never,0,0,0
1477808,59.1,63.99,1,1,1,69.15,62.1,0,white,1,0,0,0,0,married,35000-$49999,junior coll,hs grad,coll grad,postsec ed,once or twice,0,1,0
1477818,38.83,42.32,0,0,1,34.79,42.67,1,api,0,0,0,1,0,married,$25000-$34999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,1
1477877,32.97,41.72,1,1,1,41.72,49.92,0,white,1,0,0,0,0,married,$20000-$24999,hs grad,hs grad,coll grad,coll grad,once or twice,0,1,0
1477882,55.21,52.59,1,1,1,59.26,52.03,0,white,1,0,0,0,0,married,50000-$74999,coll <4,masters,coll grad,postsec ed,once or twice,0,1,0
1477889,62.49,53.1,1,1,1,60.74,55.39,1,api,0,0,0,1,0,married,$10000-$14999,hs grad,hs grad,coll grad,coll grad,never,0,0,1
1481303,53.14,62.12,1,1,1,63.24,62.4,1,white,1,0,0,0,0,married,35000-$49999,hs grad,coll grad,coll grad,coll grad,never,0,0,0
1481305,67.38,57.57,1,1,1,60.21,61.51,0,white,1,0,0,0,0,married,$25000-$34999,masters,hs grad,coll grad,coll grad,never,0,0,0
1481320,49.56,39.28,1,1,1,49.6,40.22,1,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,0
1481324,53.89,52.05,1,1,1,52.37,48.72,1,white,1,0,0,0,0,married,$25000-$34999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
1481329,59.31,51.99,1,1,1,60.88,61.56,1,white,1,0,0,0,0,married,50000-$74999,masters,masters,coll grad,coll grad,never,0,0,0
1481332,51.38,52.22,1,1,1,70.55,52.28,1,white,1,0,0,0,0,married,$25000-$34999,coll grad,hs grad,postsec ed,postsec ed,never,0,0,0
1481339,29.86,33.93,1,0,1,37.57,38.82,0,white,1,0,0,0,0,married,$25000-$34999,0t finish hs,hs grad,postsec ed,postsec ed,never,0,0,0
1481345,63.72,63.28,1,1,1,65.64,69.61,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1481347,57.97,40.69,1,0,1,63.34,51.94,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll <4,coll grad,never,0,0,0
1481348,52.98,44.2,1,1,1,48.53,38.6,1,white,1,0,0,0,0,married,$15000-$19999,junior coll,coll <4,coll grad,coll grad,never,0,0,0
1481352,57.99,63.07,1,1,1,59.95,65.81,1,white,1,0,0,0,0,married,$20000-$24999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1481353,52.79,58.04,1,1,1,49.56,49.41,0,white,1,0,0,0,0,divorced,$25000-$34999,coll grad,hs grad,coll grad,coll grad,never,0,0,2
1481358,60.36,47.27,1,1,1,70.55,49.56,1,white,1,0,0,0,0,married,35000-$49999,coll grad,hs grad,coll grad,coll grad,never,0,0,0
1481362,44.81,38.27,1,1,1,47.45,35.69,1,white,1,0,0,0,0,married,35000-$49999,junior coll,hs grad,coll grad,coll grad,never,0,0,0
1481364,57.64,57.3,1,1,1,56.99,47.62,0,white,1,0,0,0,0,married,$25000-$34999,junior coll,hs grad,postsec ed,postsec ed,once or twice,0,1,0
1481373,57.83,53.45,1,1,1,43.88,46.21,0,ai,0,0,0,0,1,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1481374,53.08,45.85,1,1,1,54.17,48.46,1,white,1,0,0,0,0,married,35000-$49999,hs grad,junior coll,coll grad,coll grad,never,0,0,1
1481379,59.81,55.92,1,1,1,67.97,54.35,1,white,1,0,0,0,0,married,$20000-$24999,junior coll,junior coll,coll grad,coll grad,never,0,0,0
1481390,50.74,39.04,1,0,1,44.12,45.67,0,white,1,0,0,0,0,married,35000-$49999,coll <4,hs grad,coll <4,coll <4,once or twice,0,1,0
1481399,41.87,49.13,1,1,1,48.89,38.31,1,white,1,0,0,0,0,married,$25000-$34999,coll grad,junior coll,coll grad,coll grad,never,0,0,0
1485802,40.83,44.62,1,1,1,41.65,42.02,1,black,0,1,0,0,0,never married,$3000-$4999,0t finish hs,0t finish hs,coll <4,postsec ed,never,1,0,3
1485822,44.07,34.12,1,1,1,42.51,38.63,1,black,0,1,0,0,0,never married,$5000-$7499,hs grad,hs grad,coll <4,junior coll,never,0,0,2
1485827,41.48,43.2,1,1,1,46.93,42.38,1,black,0,1,0,0,0,married,50000-$74999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1485831,54.32,60.08,1,1,1,54.43,57.53,1,black,0,1,0,0,0,married,$25000-$34999,hs grad,hs grad,coll <4,coll <4,never,0,0,0
1485837,65.51,51.02,1,1,1,65.94,50.51,1,black,0,1,0,0,0,married,50000-$74999,coll grad,0t finish hs,postsec ed,coll grad,never,0,0,0
1485845,56.2,61.9,1,1,1,69.15,56.43,1,black,0,1,0,0,0,married,35000-$49999,hs grad,junior coll,coll grad,coll grad,never,0,0,1
1485863,33.35,35.47,1,1,1,41.19,35.53,1,black,0,1,0,0,0,married,50000-$74999,hs grad,hs grad,coll grad,postsec ed,never,0,0,0
1485888,32.57,34.77,1,1,1,33.29,42.4,1,black,0,1,0,0,0,married,$20000-$24999,hs grad,coll <4,coll grad,coll grad,once or twice,0,1,1
1485892,30.7,34.18,1,1,1,34.25,42.36,1,black,0,1,0,0,0,never married,$10000-$14999,hs grad,coll <4,hs grad,junior coll,never,1,0,2
1485897,48.57,48.54,0,0,1,54.55,52.13,0,black,0,1,0,0,0,never married,$20000-$24999,coll <4,coll grad,coll grad,coll grad,never,0,0,1
1489418,41.98,54.1,1,1,1,49.52,46.35,0,ai,0,0,0,0,1,married,35000-$49999,coll grad,coll grad,coll grad,coll grad,once or twice,0,1,1
1489427,63.89,67.69,1,1,1,69.15,63.63,1,white,1,0,0,0,0,married,$20000-$24999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
1489445,54.48,46.67,1,1,1,54.84,43.62,1,black,0,1,0,0,0,never married,$5000-$7499,dont k0w,junior coll,coll grad,coll grad,never,0,0,2
1489465,59.1,47.39,1,1,1,48.26,43.74,1,white,1,0,0,0,0,married,$25000-$34999,junior coll,hs grad,postsec ed,postsec ed,never,0,0,0
1489472,60.69,61.02,1,1,1,65.35,61.32,1,white,1,0,0,0,0,married,50000-$74999,masters,masters,postsec ed,postsec ed,never,0,0,0
1489482,38.7,39.01,1,0,1,36.75,37.53,1,white,1,0,0,0,0,married,$25000-$34999,coll grad,hs grad,coll <4,coll <4,never,0,0,0
1489483,43.77,60.71,0,0,1,48.02,61.04,0,white,1,0,0,0,0,married,35000-$49999,hs grad,hs grad,coll grad,coll grad,never,1,0,0
1495403,64.63,64.52,1,1,1,61.35,57.5,1,white,1,0,0,0,0,married,50000-$74999,doctorate,dont k0w,postsec ed,postsec ed,never,0,0,0
1495463,63.48,58.28,1,0,1,62.98,58.16,0,white,1,0,0,0,0,married,35000-$49999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
1495477,60.55,64.59,1,1,1,64.65,55.14,0,white,1,0,0,0,0,married,50000-$74999,hs grad,doctorate,coll grad,coll grad,once or twice,0,1,0
1495480,63,66.65,1,1,1,69.15,68.49,0,white,1,0,0,0,0,married,50000-$74999,doctorate,coll grad,postsec ed,postsec ed,never,0,0,0
1495494,66.99,56.54,1,1,1,62.65,53.45,1,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,never,0,0,0
2400047,45.63,51.97,1,1,0,35.72,41.45,1,white,1,0,0,0,0,married,$20000-$24999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
2400049,59.04,52.99,1,1,0,50,51.32,0,white,1,0,0,0,0,married,$15000-$19999,hs grad,hs grad,coll grad,coll grad,once or twice,1,1,0
2400057,59.89,45.49,1,0,0,65.94,47.76,1,white,1,0,0,0,0,married,$20000-$24999,0t finish hs,hs grad,coll grad,coll grad,never,0,0,0
2400085,58.2,65.07,1,1,0,66.3,66.77,1,white,1,0,0,0,0,married,50000-$74999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,0
2400086,53.64,50.06,0,0,0,48.8,49.41,0,white,1,0,0,0,0,never married,$20000-$24999,hs grad,0t finish hs,0t finish hs,coll <4,never,0,0,3
2400095,63.29,68.98,1,0,0,57.29,71.73,0,white,1,0,0,0,0,divorced,7500-$9999,hs grad,hs grad,coll grad,coll grad,once or twice,0,1,2
2400097,59.93,59.7,1,1,0,63.79,60.04,0,white,1,0,0,0,0,married,50000-$74999,coll grad,coll grad,coll grad,coll grad,once or twice,0,1,0
2405232,52.92,57.38,1,1,0,52.69,64.82,1,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,coll grad,never,0,0,0
2405247,35.09,53.72,1,0,0,41.3,58.8,0,white,1,0,0,0,0,married,$10000-$14999,0t finish hs,0t finish hs,coll <4,coll <4,never,0,0,1
2405260,46.08,39.3,1,0,0,45.46,38.72,0,white,1,0,0,0,0,married,$25000-$34999,hs grad,hs grad,junior coll,junior coll,never,0,0,1
2405277,55.09,51.33,1,1,0,51.42,48.59,1,white,1,0,0,0,0,married,$20000-$24999,hs grad,junior coll,coll grad,coll grad,never,0,0,0
2405321,35.51,34.04,1,1,0,47.62,40.43,1,black,0,1,0,0,0,married,$25000-$34999,coll grad,junior coll,coll grad,coll grad,once or twice,0,1,0
2405325,37.63,36.03,1,1,0,40.86,39.01,0,ai,0,0,0,0,1,married,35000-$49999,hs grad,0t finish hs,coll grad,coll grad,never,0,0,0
2405331,47.15,46.86,1,1,0,44.18,42.8,0,white,1,0,0,0,0,married,50000-$74999,coll <4,hs grad,coll grad,coll grad,never,0,0,0
2405337,52.49,53.93,1,1,0,69.15,54.29,1,white,1,0,0,0,0,married,$25000-$34999,masters,coll <4,postsec ed,postsec ed,never,0,0,0
2405366,64.74,67.18,1,1,0,61.59,70.54,1,white,1,0,0,0,0,married,50000-$74999,coll <4,coll <4,coll grad,coll grad,never,0,0,0
2405385,58.16,47.44,1,1,0,52.2,41.45,0,ai,0,0,0,0,1,married,35000-$49999,coll <4,doctorate,postsec ed,postsec ed,never,0,0,0
2406221,35.65,37.16,1,0,0,38.41,34.67,0,white,1,0,0,0,0,married,$20000-$24999,hs grad,junior coll,hs grad,junior coll,more than twice,0,1,0
2406237,35.12,44.94,1,1,0,37.66,37.37,1,black,0,1,0,0,0,separated,7500-$9999,hs grad,hs grad,coll <4,coll <4,more than twice,0,1,3
2406251,34.88,46.54,1,1,0,37.64,44.65,0,black,0,1,0,0,0,separated,$5000-$7499,hs grad,coll grad,postsec ed,postsec ed,never,0,0,1
2406255,49.08,48.36,1,1,0,35.49,51.47,1,white,1,0,0,0,0,married,$25000-$34999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,0
2406290,49.1,45.5,1,1,0,43.53,46.92,0,white,1,0,0,0,0,married,$15000-$19999,junior coll,hs grad,coll <4,coll <4,never,0,0,0
2406293,37.31,32.03,0,0,0,37.4,39.1,1,black,0,1,0,0,0,widowed,$15000-$19999,dont k0w,dont k0w,coll grad,coll grad,once or twice,0,1,1
2406298,52.55,42.67,1,1,0,51.88,57.86,0,white,1,0,0,0,0,married,$20000-$24999,0t finish hs,hs grad,postsec ed,postsec ed,never,0,0,0
2406299,49.87,40.54,1,1,0,42.12,39.46,0,white,1,0,0,0,0,married,$10000-$14999,hs grad,hs grad,coll grad,coll grad,never,0,0,2
2408305,51.62,50.69,1,1,0,46.62,46.96,0,black,0,1,0,0,0,divorced,$20000-$24999,masters,coll grad,postsec ed,postsec ed,never,0,0,1
2408313,38.69,37.7,1,1,0,37.8,37.79,0,black,0,1,0,0,0,married,$25000-$34999,hs grad,hs grad,coll grad,postsec ed,once or twice,0,1,0
2408319,32.59,31.52,0,0,0,34.81,35.31,1,black,0,1,0,0,0,divorced,$10000-$14999,0t finish hs,hs grad,postsec ed,coll grad,never,1,0,4
2408340,35.64,35.6,1,0,0,51.15,40.93,0,black,0,1,0,0,0,separated,$10000-$14999,hs grad,hs grad,postsec ed,postsec ed,never,0,0,2
2408361,34.77,32.6,1,1,0,37.87,37.65,1,black,0,1,0,0,0,divorced,$10000-$14999,dont k0w,dont k0w,coll grad,coll grad,never,0,0,3
